SurveyID,Passcode,Progress,Duration (in seconds),Finished,RecordedDate,Q1_CoySH,Q2_CatSH,Q3_1_CoyNE,Q3_2_CoyBE,Q3_3_CoyWat,Q3_4_CoyFS,Q3_5_CoyFed,Q3_6_CoyPA,Q3_7_CoyOther,Q4_1_CatNE,Q4_2_CatBE,Q4_3_CatWat,Q4_4_CatFS,Q4_5_CatFed,Q4_6_CatTouch,Q4_7_CatPA,Q4_8_CatOther,Q5_1_MyCat,Q5_2_NeighCat,Q5_3_Stray,Q5_4_Unsure,Q6_1_CoyTh,Q6_2_CoyIH,Q6_3_CoyIE,Q6_4_CoyThCat,Q6_5_CoyEF,Q6_6_CoyFM,Q6_7_CoyBeau,Q6_8_CoyKO,Q7_1_CatThB,Q7_2_CatRod,Q7_3_CatIH,Q7_4_CatWO,Q7_5_CatFM,Q7_6_CatBeau,Q7_7_CatKO,Q8_1_GenN,Q8_2_GenGS,Q8_3_GenECoy,Q8_4_GenECat,Q8_5_GenVeg,Q8_6_GenYard,Q8_7_GenUY,Q9_1_CatOut,Q9_2_TreeVeg,Q9_3_Exter,Q9_4_Trap,Q9_5_Lights,Q9_6_PetFood,Q9_7_DogOff,Q9_8_LockTrash,Q9_9_Prune,Q9_10_PestHerb,Q9_11_CreateHab,Q9_12_Other,Q10_1_Bbath,Q10_2_Bfeed,Q10_3_Fence,Q10_4_Flower,Q10_5_Fruit,Q10_6_Water,Q10_7_Veg,Q10_8_Wind,Q10_9_Woodpile,Q10_10_Other,Q11_1_Grass,Q11_2_Hardscape,Q11_3_Veg,Q11_4_Mulch,Q11_5_Shrub,Q11_6_Tree,Q11_7_Other,Q12_1_WLove,Q12_2_WProtect,Q12_3_WUse,Q12_4_WControl,Q12_5_WEmbrace,Q12_6_WExplore,Q12_7_WStudy,Q12_8_WAvoid,Q12_9_WCare,Q12_10_WIgnore,Q12_11_WUnderst,Q12_12_WAdmire,Q12_13_WRespect,Q13_Age,Q14_1_Female,Q14_2_Male,Q14_3_Non,Q14_4_NA,Q15_Place,Camera_Site_ID,Latitude,Longitude,TotalCoyotes,TotalCats,OBJECTID,Join_Count,TARGET_FID,COUNTY,POP_INC,INC_0_P,INC_50_P,INC_100_P,INC_125_P,INC_150_P,INC_185_P,INC_200_P,LOW_INC_P,OBJECTID_1,Join_Count_1,TARGET_FID_1,COUNTY_1,POP,WHITE_A_P,BLACK_A_P,AIAN_A_P,ASIAN_A_P,NHPI_A_P,OTHER_A_P,MULTI_P,WHITE_NH_P,BLACK_NH_P,AIAN_NH_P,ASIAN_NH_P,NHPI_NH_P,OTHER_NH_P,MULTI_NH_P,HISPANIC_P,WHITE_C_P,BLACK_C_P,AIAN_C_P,ASIAN_C_P,NHPI_C_P,OTHER_C_P,POC_P,OBJECTID_12,Join_Count_12,TARGET_FID_12,COUNTY_12,POP_1,AGE_0_P,AGE_5_P,AGE_18_P,AGE_35_P,AGE_65_P,AGE_75_P,MALE_P,FEMALE_P,POP_C_1,OBJECTID_12_13,Join_Count_12_13,COUNTY_12_13,POP_25,ED_LT_HS_P,ED_HS_P,ED_ASSOC_P,ED_BACH_P,ED_GRAD_P,AREA_12_13
50,543,100,2776,1,10/24/24 21:11,52,104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,1,1,2,-1,-1,0,-1,2,2,0,2,-1,0,-1,2,2,1,0,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,70,10,0,2,8,10,0,1,2,-1,0,1,2,1,-1,1,-1,1,1,2,3,0,0,0,1,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,080,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
51,65,100,949,1,10/25/24 8:57,26,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,1,1,2,-1,-1,1,-1,-1,1,1,-1,-1,1,2,-1,1,-1,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,10,3,10,10,5,0,1,2,1,1,1,2,1,-1,2,-1,1,1,1,2,0,1,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,082,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
52,517,100,391,1,10/25/24 17:26,104,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,-1,1,-1,2,1,-1,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,65,0,0,5,20,10,0,2,1,0,0,1,1,1,0,0,0,1,1,2,4,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,076,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
54,535,100,513,1,10/26/24 8:15,104,52,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,2,2,1,1,2,2,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,30,5,10,40,10,5,0,2,2,2,-1,2,2,2,0,2,-1,2,2,2,3,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,079,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
55,59,100,604,1,10/26/24 13:18,104,104,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,-1,0,2,2,-1,-1,0,-1,2,-1,-1,2,-1,0,-1,1,0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,55,15,0,10,10,10,0,2,2,-1,0,1,1,2,-1,2,-1,2,2,2,3,0,1,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,078,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
56,501,100,382,1,10/26/24 17:27,6,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-1,-1,1,1,1,0,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,40,30,0,0,10,20,0,1,1,0,1,1,1,1,-1,0,0,1,1,1,4,0,1,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,072,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
57,56,100,503,1,10/27/24 15:45,104,104,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,-1,0,2,-1,2,2,0,-1,2,1,-1,-1,-1,2,-1,-1,-1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,60,40,0,0,0,0,0,-1,-1,0,2,-1,2,2,0,2,-1,2,2,2,3,0,1,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,077,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
58,60,100,216,1,10/29/24 20:23,1,104,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,-1,0,1,-1,-1,-1,0,-1,-1,1,0,0,-1,0,-1,0,1,0,0,1,0,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,80,5,0,10,5,0,0,2,2,-1,-1,2,2,2,-1,2,-1,1,1,2,2,1,1,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,079,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
59,43,100,182,1,10/29/24 20:23,6,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,1,2,-1,-1,-1,1,-1,2,0,-1,2,-1,-1,-1,2,-1,1,-1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,15,40,5,20,20,0,0,2,2,-1,-1,2,2,1,0,1,-1,1,1,2,1,1,0,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,073,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
60,3509,100,336,1,10/29/24 20:23,12,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,2,2,1,-1,-1,2,-1,2,1,1,1,-1,1,-1,2,2,2,0,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,20,14,30,25,10,0,2,2,-1,0,2,2,2,0,2,-1,2,2,2,4,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,058,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
61,3510,100,743,1,10/29/24 20:23,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-1,1,1,0,-1,-1,1,0,2,1,0,0,-1,0,-1,2,2,1,-1,2,2,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,40,13,0,7,15,35,0,2,2,-1,0,2,2,2,-1,2,-1,1,2,2,5,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,059,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
62,80,100,754,1,11/2/24 10:20,12,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,-1,1,2,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,40,10,0,20,10,20,0,2,1,-1,1,1,1,1,-1,1,-1,1,1,1,5,0,1,0,0,1,POOR-W17-GHC,45.5978,-123,0,16.7339,10,2,37,67,1328,0,0,1,1,1,1.2,95.9,4.1,10,2,37,67,1329,75.4,0,0,0,0,7.1,17.4,73.1,0,0,0,0,0,4.1,22.6,92.8,4.5,1.1,0,0,19,26.9,10,2,37,086,1329,1.7,22,12.2,44.8,12.9,6.4,54.9,45.1,10.5,10,2,67,910,7,29,35.2,16.4,12.4,696767837.2
63,1947,100,546,1,11/3/24 9:25,26,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,2,2,1,-1,-1,2,-1,1,0,0,0,-1,2,-1,2,2,0,0,2,1,0,1,1,1,0,1,0,1,0,1,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,20,0,15,35,30,0,2,2,-1,-1,2,2,2,-1,2,0,2,2,2,4,1,0,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,079,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
64,8045,100,521,1,11/3/24 9:38,52,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,2,0,-1,-1,1,0,1,1,0,0,-1,-1,0,2,1,1,0,2,2,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,15,10,30,10,5,30,0,2,2,0,-1,2,2,1,2,2,0,2,2,2,2,0,1,0,0,14,POOR-E18-SW18,45.4946,-122,4.2339,1.8142,4,3,15,51,5779,13.2,5.6,10.5,7.1,6.1,1.5,56.1,43.9,4,3,15,51,5876,73.5,4.7,3.2,2.4,0,5.3,10.8,68.5,3.2,0,2.4,0,0,9.3,16.2,84.4,8.5,6.3,5,0,7.3,31.5,4,3,15,062,5876,6.8,10.5,24,40.2,9.8,8.6,44.2,55.8,7,4,3,51,4472,12.3,28.1,33.7,13.5,12.4,30990375.08
65,1948,100,551,1,11/3/24 13:59,104,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,-1,1,1,1,0,-1,1,0,2,2,-1,0,2,2,2,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,35,15,5,5,25,15,0,1,2,0,-1,1,0,1,1,1,-1,1,0,1,-99,0,0,0,1,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,080,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
66,8046,100,743,1,11/3/24 15:10,104,104,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,1,1,1,-1,-99,-1,0,-1,1,1,0,-1,1,0,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,80,10,2,0,5,3,0,2,2,2,1,2,2,2,-1,2,-1,1,2,2,2,0,1,0,0,13,POOR-E18-SW19,45.4946,-122,4.2339,1.8142,4,3,15,51,5779,13.2,5.6,10.5,7.1,6.1,1.5,56.1,43.9,4,3,15,51,5876,73.5,4.7,3.2,2.4,0,5.3,10.8,68.5,3.2,0,2.4,0,0,9.3,16.2,84.4,8.5,6.3,5,0,7.3,31.5,4,3,15,063,5876,6.8,10.5,24,40.2,9.8,8.6,44.2,55.8,7,4,3,51,4472,12.3,28.1,33.7,13.5,12.4,30990375.08
67,996,100,1216,1,11/3/24 16:33,104,104,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,-1,1,2,2,-1,-1,1,-1,0,1,0,-1,-1,1,-1,2,1,0,1,1,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,65,15,5,0,5,10,0,2,2,0,1,1,2,2,-1,2,-1,2,2,2,4,0,1,0,0,13,POOR-E18-SW7,45.4946,-122,4.2339,1.8142,4,3,15,51,5779,13.2,5.6,10.5,7.1,6.1,1.5,56.1,43.9,4,3,15,51,5876,73.5,4.7,3.2,2.4,0,5.3,10.8,68.5,3.2,0,2.4,0,0,9.3,16.2,84.4,8.5,6.3,5,0,7.3,31.5,4,3,15,051,5876,6.8,10.5,24,40.2,9.8,8.6,44.2,55.8,7,4,3,51,4472,12.3,28.1,33.7,13.5,12.4,30990375.08
68,2634,100,921,1,11/3/24 17:15,52,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,2,2,1,-1,-1,1,1,2,-1,-1,1,-1,-1,0,2,2,1,-1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,15,10,0,50,10,15,0,2,2,-1,-1,1,1,1,0,1,-1,1,0,1,5,0,1,0,0,13,POOR-E18-SW16,45.4946,-122,4.2339,1.8142,4,3,15,51,5779,13.2,5.6,10.5,7.1,6.1,1.5,56.1,43.9,4,3,15,51,5876,73.5,4.7,3.2,2.4,0,5.3,10.8,68.5,3.2,0,2.4,0,0,9.3,16.2,84.4,8.5,6.3,5,0,7.3,31.5,4,3,15,060,5876,6.8,10.5,24,40.2,9.8,8.6,44.2,55.8,7,4,3,51,4472,12.3,28.1,33.7,13.5,12.4,30990375.08
69,551,100,1040,1,11/3/24 19:10,26,104,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,1,2,0,1,1,-1,1,2,2,1,-1,1,-1,2,2,-1,0,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,20,25,5,10,20,20,0,2,2,-1,-1,2,2,2,0,2,-1,1,1,2,5,1,0,0,0,2,POOR-W13-BLP,45.5558,-123,6.8548,0,9,2,33,67,10179,4.4,2.8,1.5,1.8,1,0,88.6,11.4,9,2,33,67,10179,41.4,2.2,0,44.7,0,5.2,6.4,36.6,2.2,0,44.7,0,1,3,12.8,47.6,2.7,1,47.3,0,8.2,63.4,9,2,33,083,10179,6.6,21.6,25.2,41.1,3.7,1.8,49.2,50.8,5.3,9,2,67,6638,1.9,12.7,22.5,30.2,32.8,206228433.4
70,1942,100,3568,1,11/3/24 21:47,6,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,1,2,1,-1,-1,1,-1,2,0,-1,1,-1,2,-1,2,1,1,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,10,5,0,0,50,35,0,2,2,-1,-1,2,0,1,1,0,0,2,2,2,1,0,1,0,0,5,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,078,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
71,8076,100,1230,1,11/4/24 9:38,26,104,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,-1,1,2,1,-1,-1,2,-1,2,0,1,0,-1,1,2,2,2,2,0,2,2,2,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,20,20,10,0,49,1,0,2,2,0,0,2,1,1,0,2,0,1,2,2,4,1,0,0,0,13,POOR-E18-SW22,45.4946,-122,4.2339,1.8142,4,3,15,51,5779,13.2,5.6,10.5,7.1,6.1,1.5,56.1,43.9,4,3,15,51,5876,73.5,4.7,3.2,2.4,0,5.3,10.8,68.5,3.2,0,2.4,0,0,9.3,16.2,84.4,8.5,6.3,5,0,7.3,31.5,4,3,15,066,5876,6.8,10.5,24,40.2,9.8,8.6,44.2,55.8,7,4,3,51,4472,12.3,28.1,33.7,13.5,12.4,30990375.08
73,3515,100,223,1,11/4/24 14:10,6,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,2,2,1,-1,0,1,0,2,0,0,0,-1,0,-1,2,2,2,0,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,30,10,0,5,25,20,10,2,2,-1,0,1,1,1,0,1,-1,2,1,2,4,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,062,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
74,1930,100,561,1,11/4/24 20:01,26,52,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,-1,0,1,1,-1,0,1,-1,2,1,1,1,-1,0,-1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,40,10,0,20,20,10,0,1,1,-1,-1,1,0,1,-1,1,0,1,1,2,4,0,1,0,0,7,POOR-W01-GHP,45.4758,-123,4.6371,0,8,4,24,51,2432,6.3,2.4,2.5,1,9.3,2.2,76.6,23.4,8,4,24,51,2543,82,4.2,0,3.2,0,3.1,7.4,71.6,4.2,0,3.2,0,1,6.7,13.6,89.4,4.8,5.4,4.1,0,4.5,28.4,8,4,24,074,2543,1.9,10.9,47.6,32.8,6.6,0,52.9,47.1,11,8,4,51,2056,0,5.3,28.2,40.2,26,8465182.576
75,3486,100,661,1,11/6/24 14:22,12,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,2,2,0,-1,1,2,-1,2,0,0,0,-1,0,2,2,2,1,-1,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,5,5,5,10,35,30,10,2,2,-1,-1,2,1,2,0,2,0,2,2,2,3,0,0,0,1,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,051,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
76,5884,100,450,1,11/6/24 15:09,6,104,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,-1,1,1,1,-1,0,0,-1,0,1,2,-1,-1,0,-1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,75,5,0,10,10,0,2,2,-1,0,1,1,1,0,1,0,2,2,2,2,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,021,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
77,3553,100,1051,1,11/6/24 18:23,0,104,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,-1,-1,1,-1,2,1,0,1,-1,1,-1,2,2,-1,-1,2,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,80,10,0,0,10,0,0,2,2,-1,-1,2,1,1,-1,2,-1,1,2,2,2,0,1,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,071,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
78,3558,100,391,1,11/6/24 19:56,0,104,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,-1,0,1,0,-1,1,1,-1,0,0,0,0,-1,1,-1,1,1,-1,0,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,30,30,5,0,25,10,0,2,2,1,0,0,2,2,-1,2,-1,2,2,2,3,1,0,0,0,7,POOR-S01-GBP,45.472,-123,1.0081,0.6048,7,6,20,51,3269,3.1,2.7,1.2,1.9,1.8,0,88.9,11.1,7,6,20,51,3386,74.5,3,0,10.7,0,0,11.7,73.5,3,0,10.7,0,0,10.4,2.4,86.3,5.2,0,18.7,0,1.5,26.5,7,6,20,075,3386,2.3,20.7,15.7,41.3,11.4,8.6,44.6,55.4,9.2,7,6,51,2404,1,11.4,19.8,40.3,27.9,19944172.83
79,5921,100,797,1,11/6/24 19:59,26,104,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1,1,2,1,-1,-1,2,-1,2,0,0,0,-1,1,2,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,60,5,5,10,10,10,0,2,2,2,1,1,2,2,0,1,-1,2,2,2,3,1,0,0,0,10,POOR-E03-JCP,45.4611,-123,3.2258,0.2016,2,4,3,5,4341,4,3.2,2.4,2.2,2.9,1,84.8,15.2,2,4,3,5,4351,78.5,3.5,1.5,4.4,0,2.2,9.9,75,3.5,1,4.4,0,0,7.3,9.1,88.4,6.6,4.4,6.4,0,4.4,25,2,4,3,031,4351,6.2,12.8,17.7,45.2,9.1,8.9,47.3,52.7,6.6,2,4,5,3292,4.8,18.7,34.2,27.9,14.3,46456132.81
